user_id,total_spent,revenue_rank,running_total
74450,145.99,5727,1452946.64
65295,145.99,5727,1452946.64
86418,145.95,5729,1453092.59
56715,145.94,5730,1453238.53
24451,145.94,5731,1453384.47
75899,145.91,5732,1453530.38
21316,145.9,5733,1453676.28
12866,145.89,5734,1453822.17
64094,145.89,5735,1453968.06
14846,145.88,5736,1454113.94
32205,145.8,5737,1454259.74
33943,145.66,5738,1454405.4
81180,145.65,5739,1454551.05
52697,145.64,5740,1454696.69
87803,145.62,5741,1454842.31
16176,145.62,5742,1454987.93
91974,145.59,5743,1455279.11
32776,145.59,5743,1455279.11
62553,145.57,5745,1455424.68
22016,145.55,5746,1455570.23
62145,145.54,5747,1455715.77
67904,145.45,5748,1455861.22
4758,145.41,5749,1456006.63
83190,145.4,5750,1456152.03
31692,145.36,5751,1456297.39
30824,145.14,5752,1457023.09
48104,145.14,5752,1457023.09
73128,145.14,5752,1457023.09
34856,145.14,5752,1457023.09
6002,145.14,5752,1457023.09
83204,145.0,5757,1458763.09
76722,145.0,5757,1458763.09
64308,145.0,5757,1458763.09
53009,145.0,5757,1458763.09
30309,145.0,5757,1458763.09
88065,145.0,5757,1458763.09
42979,145.0,5757,1458763.09
88104,145.0,5757,1458763.09
92075,145.0,5757,1458763.09
27634,145.0,5757,1458763.09
92738,145.0,5757,1458763.09
65636,145.0,5757,1458763.09
67348,144.99,5769,1458908.08
81889,144.99,5770,1459488.04
35424,144.99,5770,1459488.04
44914,144.99,5770,1459488.04
61203,144.99,5770,1459488.04
3405,144.99,5774,1459923.01
29569,144.99,5774,1459923.01
82196,144.99,5774,1459923.01
56501,144.98,5777,1460067.99
74704,144.98,5778,1460357.95
94111,144.98,5778,1460357.95
81401,144.98,5780,1460502.93
29257,144.97,5781,1460647.9
59491,144.96,5782,1460792.86
14150,144.95,5783,1460937.81
44470,144.95,5784,1461082.76
51229,144.95,5785,1461227.71
77325,144.94,5786,1461372.65
33598,144.94,5787,1461517.59
60116,144.92,5788,1461662.51
61507,144.91,5789,1461807.42
49915,144.9,5790,1461952.32
18421,144.88,5791,1462097.2
66952,144.79,5792,1462241.99
53549,144.76,5793,1462386.75
90042,144.74,5794,1462531.49
61830,144.74,5795,1462676.23
88444,144.58,5796,1462820.81
24632,144.55,5797,1462965.36
46185,144.5,5798,1463398.86
97873,144.5,5798,1463398.86
46443,144.5,5798,1463398.86
53919,144.49,5801,1463543.35
68443,144.48,5802,1463687.83
69058,144.48,5803,1463832.31
85263,144.45,5804,1463976.76
36417,144.4,5805,1464121.16
85024,144.4,5806,1464265.56
88769,144.34,5807,1464409.9
44368,144.34,5808,1464554.24
63929,144.33,5809,1464698.57
62132,144.3,5810,1464842.87
31702,144.24,5811,1464987.11
44154,144.24,5812,1465131.35
46061,144.23,5813,1465275.58
48176,144.2,5814,1465419.78
40002,144.02,5815,1465563.8
69263,144.0,5816,1466715.8
77878,144.0,5816,1466715.8
53098,144.0,5816,1466715.8
51728,144.0,5816,1466715.8
28783,144.0,5816,1466715.8
16822,144.0,5816,1466715.8
18806,144.0,5816,1466715.8
13877,144.0,5816,1466715.8
71812,143.99,5824,1466859.79
79511,143.99,5825,1467291.76
50756,143.99,5825,1467291.76
1587,143.99,5825,1467291.76
48801,143.99,5828,1467579.74
42249,143.99,5828,1467579.74
90238,143.98,5830,1467723.72
72383,143.98,5831,1467867.7
68606,143.98,5832,1468011.68
35941,143.96,5833,1468155.64
4642,143.94,5834,1468443.52
97506,143.94,5834,1468443.52
27122,143.92,5836,1468587.44
20064,143.9,5837,1468731.34
30278,143.89,5838,1468875.23
14515,143.89,5839,1469019.12
34249,143.85,5840,1469162.97
81704,143.79,5841,1469306.76
30696,143.75,5842,1469450.51
30962,143.72,5843,1469594.23
46612,143.69,5844,1469737.92
26036,143.69,5845,1469881.61
24269,143.65,5846,1470025.26
96267,143.6,5847,1470168.86
93139,143.57,5848,1470312.43
46956,143.56,5849,1470455.99
49914,143.54,5850,1470599.53
51902,143.51,5851,1470743.04
28931,143.5,5852,1470886.54
64510,143.45,5853,1471029.99
73444,143.3,5854,1471173.29
9367,143.29,5855,1471316.58
3871,143.28,5856,1471459.86
37573,143.27,5857,1471603.13
17249,143.27,5858,1471746.4
14455,143.24,5859,1471889.64
57798,143.22,5860,1472032.86
47218,143.17,5861,1472176.03
24212,143.06,5862,1472319.09
77829,143.02,5863,1472462.11
24580,143.0,5864,1473606.11
68753,143.0,5864,1473606.11
91811,143.0,5864,1473606.11
77772,143.0,5864,1473606.11
47551,143.0,5864,1473606.11
75048,143.0,5864,1473606.11
19832,143.0,5864,1473606.11
19562,143.0,5864,1473606.11
25152,142.99,5872,1473749.1
7793,142.99,5873,1474321.06
86739,142.99,5873,1474321.06
1270,142.99,5873,1474321.06
19506,142.99,5873,1474321.06
2709,142.99,5877,1474750.03
61802,142.99,5877,1474750.03
24903,142.99,5877,1474750.03
47871,142.99,5880,1474893.02
16850,142.98,5881,1475036.0
67793,142.97,5882,1475178.97
77559,142.96,5883,1475321.93
25301,142.95,5884,1475464.88
87859,142.95,5885,1475750.78
3730,142.95,5885,1475750.78
75728,142.94,5887,1475893.72
92519,142.94,5888,1476036.66
57392,142.9,5889,1476179.56
85615,142.8,5890,1477179.16
88400,142.8,5890,1477179.16
33246,142.8,5890,1477179.16
73155,142.8,5890,1477179.16
32188,142.8,5890,1477179.16
92367,142.8,5890,1477179.16
97678,142.8,5890,1477179.16
93207,142.73,5897,1477321.89
2727,142.7,5898,1477464.59
31481,142.66,5899,1477607.25
61622,142.64,5900,1477749.89
53056,142.58,5901,1477892.47
44816,142.54,5902,1478035.01
98555,142.5,5903,1478462.51
97116,142.5,5903,1478462.51
23309,142.5,5903,1478462.51
29409,142.48,5906,1478604.99
92437,142.47,5907,1478747.46
24500,142.4,5908,1479174.66
26432,142.4,5908,1479174.66
50408,142.4,5908,1479174.66
66577,142.37,5911,1479317.03
56641,142.26,5912,1479459.29
73385,142.24,5913,1479601.53
77703,142.17,5914,1479743.7
64007,142.0,5915,1480169.7
99030,142.0,5915,1480169.7
15133,142.0,5915,1480169.7
10477,141.99,5918,1480311.69
91746,141.98,5919,1480453.67
8807,141.98,5920,1480879.61
89025,141.98,5920,1480879.61
2327,141.98,5920,1480879.61
92892,141.97,5923,1481021.58
39132,141.96,5924,1481163.54
35197,141.89,5925,1481305.43
31272,141.88,5926,1481447.31
29358,141.75,5927,1481589.06
65986,141.7,5928,1481730.76
56475,141.66,5929,1481872.42
45495,141.62,5930,1482580.52
65244,141.62,5930,1482580.52
19635,141.62,5930,1482580.52
21791,141.62,5930,1482580.52
88423,141.62,5930,1482580.52
46498,141.6,5935,1482722.12
8731,141.5,5936,1482863.62
18283,141.49,5937,1483005.11
87816,141.48,5938,1483146.59
52155,141.48,5939,1483288.07
48008,141.45,5940,1483429.52
77837,141.39,5941,1483570.91
14737,141.34,5942,1483712.25
17058,141.29,5943,1483853.54
24921,141.23,5944,1483994.77
37927,141.16,5945,1484135.93
7638,141.0,5946,1484417.93
29878,141.0,5946,1484417.93
92984,140.99,5948,1484981.89
27916,140.99,5948,1484981.89
79347,140.99,5948,1484981.89
52198,140.99,5948,1484981.89
86813,140.95,5952,1485122.84
41992,140.94,5953,1485263.78
58347,140.93,5954,1485404.71
20497,140.93,5955,1485545.64
71946,140.9,5956,1485686.54
22577,140.8,5957,1485827.34
95223,140.78,5958,1485968.12
45581,140.76,5959,1486108.88
81667,140.7,5960,1486249.58
56833,140.57,5961,1486390.15
38680,140.5,5962,1486530.65
45047,140.48,5963,1486671.13
19594,140.47,5964,1486811.6
115,140.47,5965,1486952.07
58977,140.39,5966,1487092.46
15388,140.39,5967,1487232.85
73802,140.25,5968,1487373.1
83544,140.21,5969,1487513.31
92070,140.2,5970,1487653.51
59936,140.08,5971,1487793.59
18589,140.05,5972,1487933.64
10639,140.03,5973,1488073.67
86105,140.03,5974,1488213.7
1390,140.0,5975,1492273.7
16151,140.0,5975,1492273.7
48383,140.0,5975,1492273.7
25511,140.0,5975,1492273.7
37808,140.0,5975,1492273.7
5488,140.0,5975,1492273.7
53066,140.0,5975,1492273.7
6100,140.0,5975,1492273.7
33569,140.0,5975,1492273.7
12272,140.0,5975,1492273.7
30770,140.0,5975,1492273.7
35427,140.0,5975,1492273.7
53168,140.0,5975,1492273.7
25216,140.0,5975,1492273.7
78635,140.0,5975,1492273.7
73523,140.0,5975,1492273.7
13601,140.0,5975,1492273.7
18602,140.0,5975,1492273.7
81003,140.0,5975,1492273.7
69210,140.0,5975,1492273.7
36292,140.0,5975,1492273.7
13632,140.0,5975,1492273.7
25725,140.0,5975,1492273.7
40619,140.0,5975,1492273.7
68756,140.0,5975,1492273.7
68203,140.0,5975,1492273.7
77945,140.0,5975,1492273.7
68456,140.0,5975,1492273.7
40975,140.0,5975,1492273.7
59125,139.99,6004,1496473.4
20356,139.99,6004,1496473.4
61716,139.99,6004,1496473.4
48168,139.99,6004,1496473.4
63369,139.99,6004,1496473.4
66337,139.99,6004,1496473.4
47290,139.99,6004,1496473.4
75011,139.99,6004,1496473.4
76362,139.99,6004,1496473.4
47259,139.99,6004,1496473.4
76477,139.99,6004,1496473.4
43884,139.99,6004,1496473.4
40945,139.99,6004,1496473.4
81387,139.99,6004,1496473.4
39048,139.99,6004,1496473.4
81645,139.99,6004,1496473.4
4131,139.99,6004,1496473.4
96652,139.99,6004,1496473.4
4954,139.99,6004,1496473.4
83143,139.99,6004,1496473.4
85670,139.99,6004,1496473.4
37644,139.99,6004,1496473.4
86860,139.99,6004,1496473.4
88587,139.99,6004,1496473.4
7681,139.99,6004,1496473.4
14710,139.99,6004,1496473.4
87205,139.99,6004,1496473.4
87962,139.99,6004,1496473.4
26798,139.99,6004,1496473.4
53797,139.99,6004,1496473.4
99440,139.99,6034,1497033.36
44669,139.99,6034,1497033.36
94112,139.99,6034,1497033.36
57905,139.99,6034,1497033.36
66459,139.99,6038,1497313.34
54334,139.99,6038,1497313.34
37670,139.99,6040,1497453.33
34884,139.98,6041,1497593.31
48803,139.98,6042,1497733.29
52029,139.98,6043,1497873.27
82112,139.97,6044,1498013.24
37119,139.96,6045,1498433.12
41123,139.96,6045,1498433.12
82423,139.96,6045,1498433.12
76402,139.95,6048,1498573.07
73767,139.95,6049,1500112.52
31802,139.95,6049,1500112.52
77393,139.95,6049,1500112.52
86758,139.95,6049,1500112.52
54837,139.95,6049,1500112.52
50493,139.95,6049,1500112.52
42151,139.95,6049,1500112.52
39943,139.95,6049,1500112.52
33398,139.95,6049,1500112.52
89372,139.95,6049,1500112.52
6683,139.95,6049,1500112.52
94573,139.94,6060,1500252.46
29979,139.94,6061,1500392.4
35187,139.94,6062,1500532.34
15314,139.93,6063,1500672.27
51820,139.91,6064,1500812.18
19596,139.9,6065,1500952.08
31495,139.9,6066,1501091.98
71423,139.88,6067,1501231.86
92283,139.88,6068,1501371.74
1363,139.87,6069,1501511.61
1315,139.86,6070,1501651.47
36625,139.83,6071,1501791.3
38698,139.82,6072,1501931.12
15068,139.7,6073,1502070.82
76414,139.65,6074,1502210.47
37437,139.63,6075,1502350.1
67100,139.59,6076,1502489.69
29956,139.59,6077,1502629.28
40590,139.5,6078,1503605.78
58306,139.5,6078,1503605.78
12460,139.5,6078,1503605.78
65191,139.5,6078,1503605.78
52641,139.5,6078,1503605.78
88643,139.5,6078,1503605.78
12016,139.5,6078,1503605.78
99584,139.49,6085,1503745.27
75898,139.49,6086,1504024.25
56014,139.49,6086,1504024.25
94241,139.48,6088,1504163.73
73615,139.45,6089,1504303.18
31583,139.44,6090,1504442.62
44581,139.31,6091,1504581.93
33248,139.3,6092,1504999.83
29554,139.3,6092,1504999.83
39241,139.3,6092,1504999.83
68540,139.23,6095,1505139.06
58648,139.15,6096,1505278.21
76292,139.1,6097,1505417.31
89496,139.02,6098,1505556.33
8908,139.0,6099,1507224.33
53260,139.0,6099,1507224.33
36407,139.0,6099,1507224.33
74456,139.0,6099,1507224.33
36001,139.0,6099,1507224.33
98569,139.0,6099,1507224.33
21067,139.0,6099,1507224.33
37684,139.0,6099,1507224.33
43617,139.0,6099,1507224.33
61729,139.0,6099,1507224.33
61106,139.0,6099,1507224.33
30924,139.0,6099,1507224.33
99968,138.99,6111,1507363.32
70424,138.99,6112,1508197.26
31609,138.99,6112,1508197.26
68311,138.99,6112,1508197.26
41760,138.99,6112,1508197.26
49049,138.99,6112,1508197.26
90107,138.99,6112,1508197.26
34262,138.99,6118,1509031.2
74680,138.99,6118,1509031.2
74747,138.99,6118,1509031.2
80337,138.99,6118,1509031.2
45726,138.99,6118,1509031.2
90458,138.99,6118,1509031.2
30488,138.99,6124,1509309.18
79959,138.99,6124,1509309.18
78732,138.98,6126,1509448.16
10042,138.96,6127,1509587.12
47272,138.95,6128,1509726.07
65355,138.95,6129,1510142.92
20353,138.95,6129,1510142.92
71949,138.95,6129,1510142.92
94200,138.95,6132,1510281.87
96286,138.94,6133,1510420.81
33609,138.89,6134,1510559.7
8906,138.84,6135,1510698.54
52828,138.83,6136,1510837.37
56782,138.79,6137,1510976.16
90162,138.79,6138,1511114.95
83352,138.75,6139,1511253.7
90146,138.66,6140,1511392.36
63165,138.6,6141,1511530.96
31847,138.57,6142,1511669.53
43579,138.5,6143,1512223.53
72602,138.5,6143,1512223.53
40257,138.5,6143,1512223.53
87200,138.5,6143,1512223.53
96379,138.49,6147,1512362.02
70545,138.48,6148,1512500.5
44508,138.48,6149,1512638.98
65395,138.48,6150,1512777.46
68666,138.47,6151,1512915.93
70323,138.43,6152,1513054.36
76662,138.4,6153,1513192.76
31300,138.37,6154,1513331.13
14249,138.25,6155,1513469.38
78271,138.0,6156,1515815.38
52066,138.0,6156,1515815.38
84717,138.0,6156,1515815.38
82131,138.0,6156,1515815.38
20140,138.0,6156,1515815.38
72291,138.0,6156,1515815.38
21484,138.0,6156,1515815.38
96237,138.0,6156,1515815.38
24610,138.0,6156,1515815.38
67334,138.0,6156,1515815.38
46082,138.0,6156,1515815.38
42914,138.0,6156,1515815.38
27133,138.0,6156,1515815.38
41857,138.0,6156,1515815.38
33611,138.0,6156,1515815.38
40688,138.0,6156,1515815.38
7368,138.0,6156,1515815.38
77449,137.99,6173,1516091.36
44829,137.99,6173,1516091.36
58234,137.99,6175,1516505.33
10351,137.99,6175,1516505.33
39107,137.99,6175,1516505.33
18144,137.99,6178,1516919.3
45545,137.99,6178,1516919.3
45924,137.99,6178,1516919.3
49804,137.98,6181,1517057.28
29103,137.95,6182,1517333.18
78718,137.95,6182,1517333.18
61552,137.95,6184,1517747.03
597,137.95,6184,1517747.03
49048,137.95,6184,1517747.03
50202,137.94,6187,1517884.97
53476,137.94,6188,1518160.85
5424,137.94,6188,1518160.85
72531,137.93,6190,1518298.78
97282,137.9,6191,1518436.68
29672,137.88,6192,1518574.56
97443,137.85,6193,1518712.41
46766,137.83,6194,1518850.24
34429,137.83,6195,1518988.07
10861,137.82,6196,1519125.89
76898,137.78,6197,1519263.67
51845,137.71,6198,1519401.38
83606,137.7,6199,1519814.48
27246,137.7,6199,1519814.48
12063,137.7,6199,1519814.48
52546,137.5,6202,1519951.98
80334,137.49,6203,1520226.96
3576,137.49,6203,1520226.96
57662,137.49,6205,1520364.45
84338,137.48,6206,1520501.93
58231,137.45,6207,1520639.38
25872,137.45,6208,1520776.83
33845,137.44,6209,1520914.27
42522,137.42,6210,1521051.69
53714,137.41,6211,1521189.1
5917,137.4,6212,1521326.5
4308,137.39,6213,1521463.89
89942,137.22,6214,1521601.11
9505,137.19,6215,1521738.3
4867,137.18,6216,1521875.48
48444,137.17,6217,1522012.65
73482,137.13,6218,1522149.78
56948,137.07,6219,1522286.85
15675,137.0,6220,1522560.85
77579,137.0,6220,1522560.85
39869,136.99,6222,1522834.83
45905,136.99,6222,1522834.83
85555,136.99,6224,1522971.82
3916,136.99,6225,1523519.78
27617,136.99,6225,1523519.78
37087,136.99,6225,1523519.78
531,136.99,6225,1523519.78
27484,136.98,6229,1524067.7
12152,136.98,6229,1524067.7
37455,136.98,6229,1524067.7
2391,136.98,6229,1524067.7
30715,136.97,6233,1524204.67
63462,136.97,6234,1524341.64
44258,136.95,6235,1524752.49
35269,136.95,6235,1524752.49
69068,136.95,6235,1524752.49
65926,136.94,6238,1524889.43
64593,136.94,6239,1525163.31
61384,136.94,6239,1525163.31
80196,136.94,6241,1525300.25
62455,136.93,6242,1525437.18
81155,136.84,6243,1525574.02
29884,136.79,6244,1525710.81
34754,136.73,6245,1525847.54
1245,136.67,6246,1525984.21
92611,136.6,6247,1526120.81
24741,136.5,6248,1526257.31
95352,136.48,6249,1526393.79
66792,136.45,6250,1526530.24
68186,136.42,6251,1526666.66
39669,136.34,6252,1526803.0
97223,136.31,6253,1526939.31
15634,136.27,6254,1527075.58
43466,136.17,6255,1527347.92
8450,136.17,6255,1527347.92
57106,136.05,6257,1527483.97
24955,136.0,6258,1528163.97
56658,136.0,6258,1528163.97
66634,136.0,6258,1528163.97
60253,136.0,6258,1528163.97
61144,136.0,6258,1528163.97
49763,135.99,6263,1528299.96
68558,135.99,6264,1528571.94
25963,135.99,6264,1528571.94
62765,135.99,6266,1528707.93
52814,135.98,6267,1528979.89
5807,135.98,6267,1528979.89
52046,135.97,6269,1529115.86
70934,135.97,6270,1529251.83
79321,135.96,6271,1529387.79
4133,135.96,6272,1529523.75
73409,135.95,6273,1529659.7
20167,135.94,6274,1529931.58
25048,135.94,6274,1529931.58
84104,135.87,6276,1530203.32
81357,135.87,6276,1530203.32
29308,135.84,6278,1530339.16
64235,135.83,6279,1530474.99
65861,135.6,6280,1530610.59
36429,135.58,6281,1530746.17
30042,135.51,6282,1530881.68
46683,135.51,6283,1531017.19
66422,135.49,6284,1531152.68
32248,135.47,6285,1531288.15
44698,135.45,6286,1531423.6
52850,135.45,6287,1531559.05
20626,135.44,6288,1531694.49
58376,135.39,6289,1531829.88
44389,135.38,6290,1531965.26
39185,135.31,6291,1532100.57
90338,135.26,6292,1532235.83
96702,135.26,6293,1532371.09
2394,135.19,6294,1532506.28
32552,135.04,6295,1532641.32
63261,135.04,6296,1532776.36
34466,135.03,6297,1533046.42
88618,135.03,6297,1533046.42
59470,135.0,6299,1536826.42
38740,135.0,6299,1536826.42
61733,135.0,6299,1536826.42
73048,135.0,6299,1536826.42
20019,135.0,6299,1536826.42
73307,135.0,6299,1536826.42
47720,135.0,6299,1536826.42
19964,135.0,6299,1536826.42
51682,135.0,6299,1536826.42
75848,135.0,6299,1536826.42
16270,135.0,6299,1536826.42
77781,135.0,6299,1536826.42
98924,135.0,6299,1536826.42
25136,135.0,6299,1536826.42
14763,135.0,6299,1536826.42
52544,135.0,6299,1536826.42
85311,135.0,6299,1536826.42
13659,135.0,6299,1536826.42
27943,135.0,6299,1536826.42
11881,135.0,6299,1536826.42
11342,135.0,6299,1536826.42
3935,135.0,6299,1536826.42
58677,135.0,6299,1536826.42
22988,135.0,6299,1536826.42
31982,135.0,6299,1536826.42
33190,135.0,6299,1536826.42
2443,135.0,6299,1536826.42
49407,135.0,6299,1536826.42
77868,135.0,6327,1536961.42
83916,134.99,6328,1537231.4
1818,134.99,6328,1537231.4
33601,134.99,6330,1537366.39
56890,134.99,6331,1537501.38
7901,134.99,6332,1537906.35
53885,134.99,6332,1537906.35
42037,134.99,6332,1537906.35
1265,134.98,6335,1538041.33
78253,134.98,6336,1538176.31
33117,134.97,6337,1538446.25
95799,134.97,6337,1538446.25
25496,134.96,6339,1538581.21
65083,134.95,6340,1538716.16
8514,134.95,6341,1538986.06
73423,134.95,6341,1538986.06
14767,134.95,6343,1539121.01
30475,134.95,6344,1540200.61
32600,134.95,6344,1540200.61
75256,134.95,6344,1540200.61
88446,134.95,6344,1540200.61
46705,134.95,6344,1540200.61
67176,134.95,6344,1540200.61
36452,134.95,6344,1540200.61
85388,134.95,6344,1540200.61
78194,134.94,6352,1540470.49
37841,134.94,6352,1540470.49
96630,134.93,6354,1540605.42
85217,134.92,6355,1540740.34
72341,134.88,6356,1540875.22
94520,134.84,6357,1541010.06
92516,134.74,6358,1541144.8
44717,134.59,6359,1541279.39
16884,134.54,6360,1541413.93
21617,134.5,6361,1541817.43
41272,134.5,6361,1541817.43
56873,134.5,6361,1541817.43
14127,134.49,6364,1542220.9
94767,134.49,6364,1542220.9
8749,134.49,6364,1542220.9
34283,134.49,6367,1542489.88
59348,134.49,6367,1542489.88
18320,134.49,6369,1542624.37
57113,134.47,6370,1542758.84
75891,134.45,6371,1542893.29
85999,134.44,6372,1543027.73
93066,134.43,6373,1543162.16
6156,134.4,6374,1543296.56
29699,134.35,6375,1543430.91
8258,134.25,6376,1543565.16
70659,134.24,6377,1543699.4
92130,134.15,6378,1543833.55
94969,134.1,6379,1543967.65
83335,134.09,6380,1544101.74
62750,134.01,6381,1544235.75
57912,134.0,6382,1545039.75
27439,134.0,6382,1545039.75
64398,134.0,6382,1545039.75
39800,134.0,6382,1545039.75
433,134.0,6382,1545039.75
29441,134.0,6382,1545039.75
35737,133.99,6388,1545173.74
80486,133.99,6389,1545441.72
9010,133.99,6389,1545441.72
13452,133.99,6391,1545575.71
19898,133.97,6392,1545709.68
24013,133.96,6393,1545843.64
78533,133.95,6394,1545977.59
14635,133.94,6395,1546111.53
70965,133.94,6396,1546513.35
23223,133.94,6396,1546513.35
85850,133.94,6396,1546513.35
49327,133.93,6399,1546647.28
91880,133.89,6400,1546781.17
76131,133.86,6401,1546915.03
35477,133.83,6402,1547048.86
5287,133.8,6403,1547182.66
3337,133.74,6404,1547316.4
69390,133.69,6405,1547450.09
1894,133.56,6406,1547583.65
37996,133.5,6407,1547850.65
56033,133.5,6407,1547850.65
28204,133.49,6409,1547984.14
36079,133.44,6410,1548117.58
84301,133.43,6411,1548251.01
20407,133.38,6412,1548384.39
37264,133.37,6413,1548784.5
70275,133.37,6413,1548784.5
22201,133.37,6413,1548784.5
39222,133.32,6416,1548917.82
23254,133.3,6417,1549051.12
54566,133.29,6418,1549184.41
72138,133.27,6419,1549317.68
76122,133.19,6420,1549450.87
41507,133.0,6421,1549583.87
70177,133.0,6422,1551179.87
6629,133.0,6422,1551179.87
9639,133.0,6422,1551179.87
50441,133.0,6422,1551179.87
15089,133.0,6422,1551179.87
16221,133.0,6422,1551179.87
45089,133.0,6422,1551179.87
65213,133.0,6422,1551179.87
81000,133.0,6422,1551179.87
72045,133.0,6422,1551179.87
31746,133.0,6422,1551179.87
76694,133.0,6422,1551179.87
22883,132.99,6434,1551445.85
41265,132.99,6434,1551445.85
71065,132.99,6436,1551711.83
82679,132.99,6436,1551711.83
77599,132.99,6438,1551844.82
26465,132.98,6439,1551977.8
17047,132.98,6440,1552376.74
80615,132.98,6440,1552376.74
61034,132.98,6440,1552376.74
41001,132.98,6443,1552509.72
74541,132.96,6444,1552642.68
20864,132.95,6445,1552775.63
63641,132.94,6446,1552908.57
23561,132.94,6447,1553041.51
80987,132.93,6448,1553307.37
41985,132.93,6448,1553307.37
24137,132.92,6450,1553440.29
89962,132.9,6451,1553573.19
95696,132.85,6452,1553706.04
23231,132.81,6453,1553838.85
10281,132.66,6454,1554104.17
76445,132.66,6454,1554104.17
20630,132.61,6456,1554236.78
79668,132.59,6457,1554369.37
48328,132.56,6458,1554501.93
15012,132.52,6459,1554634.45
46235,132.5,6460,1555031.95
25605,132.5,6460,1555031.95
5100,132.5,6460,1555031.95
79087,132.45,6463,1555164.4
98415,132.45,6464,1555296.85
81570,132.44,6465,1555429.29
57796,132.43,6466,1555561.72
94808,132.42,6467,1555694.14
12629,132.3,6468,1556355.64
92759,132.3,6468,1556355.64
58670,132.3,6468,1556355.64
31879,132.3,6468,1556355.64
18252,132.3,6468,1556355.64
52649,132.23,6473,1556487.87
73754,132.2,6474,1556620.07
39084,132.15,6475,1556752.22
57919,132.13,6476,1556884.35
79159,132.13,6477,1557016.48
60659,132.05,6478,1557148.53
49573,132.0,6479,1559260.53
42647,132.0,6479,1559260.53
45358,132.0,6479,1559260.53
96375,132.0,6479,1559260.53
20769,132.0,6479,1559260.53
62364,132.0,6479,1559260.53
82617,132.0,6479,1559260.53
71086,132.0,6479,1559260.53
92873,132.0,6479,1559260.53
19364,132.0,6479,1559260.53
90775,132.0,6479,1559260.53
65092,132.0,6479,1559260.53
86528,132.0,6479,1559260.53
97000,132.0,6479,1559260.53
66020,132.0,6479,1559260.53
7455,132.0,6479,1559260.53
80821,131.99,6495,1559392.52
62083,131.99,6496,1559524.51
37668,131.98,6497,1559656.49
82121,131.98,6498,1559788.47
82696,131.98,6499,1560052.43
68855,131.98,6499,1560052.43
68049,131.97,6501,1560316.37
46923,131.97,6501,1560316.37
1497,131.95,6503,1560448.32
51887,131.95,6504,1560580.27
97607,131.94,6505,1561239.97
79621,131.94,6505,1561239.97
52370,131.94,6505,1561239.97
19529,131.94,6505,1561239.97
48093,131.94,6505,1561239.97
87196,131.9,6510,1561371.87
65709,131.8,6511,1561503.67
20351,131.79,6512,1561635.46
36434,131.77,6513,1561767.23
58440,131.77,6514,1561899.0
57294,131.76,6515,1562030.76
14559,131.69,6516,1562162.45
4660,131.58,6517,1562294.03
42113,131.58,6518,1562425.61
16736,131.5,6519,1562688.61
97046,131.5,6519,1562688.61
50353,131.49,6521,1562820.1
85129,131.49,6522,1563083.08
98525,131.49,6522,1563083.08
25719,131.39,6524,1563214.47
66410,131.38,6525,1563345.85
76529,131.3,6526,1563477.15
25886,131.11,6527,1563608.26
26221,131.1,6528,1563739.36
78812,131.0,6529,1564525.36
30554,131.0,6529,1564525.36
16984,131.0,6529,1564525.36
48974,131.0,6529,1564525.36
57935,131.0,6529,1564525.36
23855,131.0,6529,1564525.36
64306,130.99,6535,1564918.33
74115,130.99,6535,1564918.33
4431,130.99,6535,1564918.33
62809,130.99,6538,1565049.32
30841,130.99,6539,1565180.31
68999,130.99,6540,1565442.29
33429,130.99,6540,1565442.29
39588,130.98,6542,1565573.27
48312,130.97,6543,1565704.24
266,130.97,6544,1565966.18
40823,130.97,6544,1565966.18
32668,130.97,6546,1566097.15
27089,130.94,6547,1566228.09
2358,130.94,6548,1566359.03
93996,130.92,6549,1566489.95
59790,130.89,6550,1566620.84
23979,130.83,6551,1566751.67
88839,130.79,6552,1566882.46
55646,130.64,6553,1567013.1
67307,130.5,6554,1567143.6
18441,130.49,6555,1567274.09
53047,130.48,6556,1567404.57
70770,130.48,6557,1567535.05
16496,130.47,6558,1567665.52
16159,130.46,6559,1567795.98
72164,130.45,6560,1567926.43
76772,130.45,6561,1568056.88
31444,130.44,6562,1568187.32
30619,130.44,6563,1568317.76
99453,130.36,6564,1568708.84
81967,130.36,6564,1568708.84
98455,130.36,6564,1568708.84
24312,130.34,6567,1568839.18
36654,130.29,6568,1568969.47
82902,130.26,6569,1569099.73
43329,130.25,6570,1569229.98
97318,130.2,6571,1569360.18
98475,130.19,6572,1569490.37
6362,130.16,6573,1569620.53
76078,130.09,6574,1569750.62
11057,130.08,6575,1569880.7
46438,130.03,6576,1570010.73
23429,130.0,6577,1574560.73
1954,130.0,6577,1574560.73
23575,130.0,6577,1574560.73
28822,130.0,6577,1574560.73
6661,130.0,6577,1574560.73
33646,130.0,6577,1574560.73
20049,130.0,6577,1574560.73
25421,130.0,6577,1574560.73
80568,130.0,6577,1574560.73
88980,130.0,6577,1574560.73
87398,130.0,6577,1574560.73
83839,130.0,6577,1574560.73
83253,130.0,6577,1574560.73
77568,130.0,6577,1574560.73
72217,130.0,6577,1574560.73
65533,130.0,6577,1574560.73
62157,130.0,6577,1574560.73
59586,130.0,6577,1574560.73
57167,130.0,6577,1574560.73
55510,130.0,6577,1574560.73
52005,130.0,6577,1574560.73
46067,130.0,6577,1574560.73
41316,130.0,6577,1574560.73
39809,130.0,6577,1574560.73
