cohort_month,purchase_month,active_users
2020-09,2023-04,2
2020-09,2023-05,6
2020-09,2023-06,7
2020-09,2023-07,7
2020-09,2023-08,2
2020-09,2023-09,5
2020-09,2023-10,4
2020-09,2023-11,2
2020-09,2023-12,7
2020-09,2024-01,5
2020-09,2024-02,4
2020-09,2024-03,1
2020-09,2024-04,3
2020-09,2024-05,3
2020-09,2024-06,3
2020-09,2024-07,3
2020-09,2024-08,4
2020-09,2024-09,5
2020-09,2024-10,2
2020-09,2024-11,4
2020-09,2024-12,4
2020-09,2025-01,4
2020-09,2025-02,3
2020-09,2025-03,2
2020-09,2025-04,3
2020-09,2025-05,4
2020-09,2025-06,4
2020-09,2025-07,5
2020-09,2025-08,3
2020-09,2025-09,8
2020-09,2025-10,7
2020-09,2025-11,2
2020-09,2025-12,5
2020-09,2026-01,11
2020-09,2026-02,2
2020-09,2026-03,6
2020-10,2020-10,371
2020-10,2020-11,2
2020-10,2020-12,8
2020-10,2021-01,4
2020-10,2021-02,8
2020-10,2021-03,5
2020-10,2021-04,4
2020-10,2021-05,5
2020-10,2021-06,7
2020-10,2021-07,4
2020-10,2021-08,3
2020-10,2021-09,6
2020-10,2021-10,4
2020-10,2021-11,5
2020-10,2021-12,1
2020-10,2022-01,5
2020-10,2022-02,5
2020-10,2022-03,8
2020-10,2022-04,7
2020-10,2022-05,4
2020-10,2022-06,4
2020-10,2022-07,4
2020-10,2022-08,6
2020-10,2022-09,3
2020-10,2022-10,1
2020-10,2022-11,5
2020-10,2022-12,5
2020-10,2023-01,3
2020-10,2023-02,3
2020-10,2023-03,8
2020-10,2023-04,8
2020-10,2023-05,4
2020-10,2023-06,6
2020-10,2023-07,5
2020-10,2023-08,5
2020-10,2023-09,2
2020-10,2023-10,6
2020-10,2023-11,8
2020-10,2023-12,6
2020-10,2024-01,3
2020-10,2024-02,5
2020-10,2024-03,7
2020-10,2024-04,6
2020-10,2024-05,6
2020-10,2024-06,7
2020-10,2024-07,3
2020-10,2024-08,9
2020-10,2024-09,4
2020-10,2024-10,6
2020-10,2024-11,4
2020-10,2024-12,5
2020-10,2025-01,4
2020-10,2025-02,5
2020-10,2025-03,6
2020-10,2025-04,2
2020-10,2025-05,3
2020-10,2025-06,2
2020-10,2025-07,9
2020-10,2025-08,8
2020-10,2025-09,3
2020-10,2025-10,4
2020-10,2025-11,3
2020-10,2025-12,3
2020-10,2026-01,2
2020-10,2026-02,6
2020-10,2026-03,3
2020-11,2020-11,344
2020-11,2020-12,3
2020-11,2021-01,6
2020-11,2021-02,2
2020-11,2021-03,7
2020-11,2021-04,5
2020-11,2021-05,5
2020-11,2021-06,5
2020-11,2021-07,7
2020-11,2021-08,6
2020-11,2021-09,4
2020-11,2021-10,7
2020-11,2021-11,3
2020-11,2021-12,7
2020-11,2022-01,7
2020-11,2022-02,5
2020-11,2022-03,4
2020-11,2022-04,4
2020-11,2022-05,5
2020-11,2022-06,1
2020-11,2022-07,5
2020-11,2022-08,8
2020-11,2022-09,10
2020-11,2022-10,3
2020-11,2022-11,7
2020-11,2022-12,6
2020-11,2023-01,3
2020-11,2023-02,3
2020-11,2023-03,10
2020-11,2023-04,4
2020-11,2023-05,5
2020-11,2023-06,9
2020-11,2023-07,3
2020-11,2023-08,5
2020-11,2023-09,1
2020-11,2023-10,12
2020-11,2023-11,11
2020-11,2023-12,2
2020-11,2024-01,3
2020-11,2024-02,6
2020-11,2024-03,6
2020-11,2024-04,7
2020-11,2024-05,1
2020-11,2024-06,6
2020-11,2024-07,4
2020-11,2024-08,3
2020-11,2024-09,8
2020-11,2024-10,4
2020-11,2024-11,5
2020-11,2024-12,3
2020-11,2025-01,4
2020-11,2025-02,7
2020-11,2025-03,7
2020-11,2025-04,2
2020-11,2025-05,4
2020-11,2025-06,2
2020-11,2025-07,3
2020-11,2025-08,10
2020-11,2025-09,3
2020-11,2025-10,4
2020-11,2025-11,5
2020-11,2025-12,4
2020-11,2026-01,5
2020-11,2026-02,4
2020-11,2026-03,4
2020-12,2020-12,387
2020-12,2021-01,3
2020-12,2021-02,3
2020-12,2021-03,4
2020-12,2021-04,9
2020-12,2021-05,9
2020-12,2021-06,5
2020-12,2021-07,3
2020-12,2021-08,8
2020-12,2021-09,6
2020-12,2021-10,9
2020-12,2021-11,4
2020-12,2021-12,4
2020-12,2022-01,7
2020-12,2022-02,6
2020-12,2022-03,4
2020-12,2022-04,8
2020-12,2022-05,12
2020-12,2022-06,3
2020-12,2022-07,2
2020-12,2022-08,4
2020-12,2022-09,2
2020-12,2022-10,3
2020-12,2022-11,4
2020-12,2022-12,5
2020-12,2023-01,4
2020-12,2023-02,5
2020-12,2023-03,4
2020-12,2023-04,4
2020-12,2023-05,6
2020-12,2023-06,8
2020-12,2023-07,7
2020-12,2023-08,5
2020-12,2023-09,7
2020-12,2023-10,4
2020-12,2023-11,6
2020-12,2023-12,2
2020-12,2024-01,4
2020-12,2024-02,8
2020-12,2024-03,8
2020-12,2024-04,9
2020-12,2024-05,3
2020-12,2024-06,5
2020-12,2024-07,7
2020-12,2024-08,3
2020-12,2024-09,6
2020-12,2024-10,6
2020-12,2024-11,4
2020-12,2024-12,4
2020-12,2025-01,5
2020-12,2025-02,7
2020-12,2025-03,5
2020-12,2025-04,6
2020-12,2025-05,7
2020-12,2025-06,7
2020-12,2025-07,5
2020-12,2025-08,3
2020-12,2025-09,8
2020-12,2025-10,8
2020-12,2025-11,5
2020-12,2025-12,7
2020-12,2026-01,3
2020-12,2026-02,3
2020-12,2026-03,8
2021-01,2021-01,442
2021-01,2021-02,6
2021-01,2021-03,4
2021-01,2021-04,8
2021-01,2021-05,5
2021-01,2021-06,3
2021-01,2021-07,7
2021-01,2021-08,3
2021-01,2021-09,10
2021-01,2021-10,6
2021-01,2021-11,8
2021-01,2021-12,2
2021-01,2022-01,11
2021-01,2022-02,7
2021-01,2022-03,11
2021-01,2022-04,11
2021-01,2022-05,5
2021-01,2022-06,5
2021-01,2022-07,3
2021-01,2022-08,4
2021-01,2022-09,7
2021-01,2022-10,4
2021-01,2022-11,6
2021-01,2022-12,3
2021-01,2023-01,3
2021-01,2023-02,4
2021-01,2023-03,4
2021-01,2023-04,7
2021-01,2023-05,8
2021-01,2023-06,6
2021-01,2023-07,6
2021-01,2023-08,6
2021-01,2023-09,5
2021-01,2023-10,4
2021-01,2023-11,3
2021-01,2023-12,5
2021-01,2024-01,6
2021-01,2024-02,5
2021-01,2024-03,5
2021-01,2024-04,9
2021-01,2024-05,4
2021-01,2024-06,4
2021-01,2024-07,5
2021-01,2024-08,4
2021-01,2024-09,8
2021-01,2024-10,8
2021-01,2024-11,6
2021-01,2024-12,9
2021-01,2025-01,5
2021-01,2025-02,6
2021-01,2025-03,2
2021-01,2025-04,4
2021-01,2025-05,7
2021-01,2025-06,1
2021-01,2025-07,6
2021-01,2025-08,7
2021-01,2025-09,6
2021-01,2025-10,6
2021-01,2025-11,6
2021-01,2025-12,5
2021-01,2026-01,6
2021-01,2026-02,3
2021-01,2026-03,8
2021-02,2021-02,404
2021-02,2021-03,11
2021-02,2021-04,8
2021-02,2021-05,10
2021-02,2021-06,4
2021-02,2021-07,1
2021-02,2021-08,14
2021-02,2021-09,4
2021-02,2021-10,4
2021-02,2021-11,5
2021-02,2021-12,7
2021-02,2022-01,7
2021-02,2022-02,6
2021-02,2022-03,5
2021-02,2022-04,7
2021-02,2022-05,3
2021-02,2022-06,7
2021-02,2022-07,8
2021-02,2022-08,8
2021-02,2022-09,9
2021-02,2022-10,9
2021-02,2022-11,6
2021-02,2022-12,7
2021-02,2023-01,6
2021-02,2023-02,5
2021-02,2023-03,2
2021-02,2023-04,4
2021-02,2023-05,5
2021-02,2023-06,3
2021-02,2023-07,5
2021-02,2023-08,5
2021-02,2023-09,4
2021-02,2023-10,11
2021-02,2023-11,5
2021-02,2023-12,13
2021-02,2024-01,6
2021-02,2024-02,9
2021-02,2024-03,6
2021-02,2024-04,8
2021-02,2024-05,5
2021-02,2024-06,6
2021-02,2024-07,4
2021-02,2024-08,5
2021-02,2024-09,6
2021-02,2024-10,4
2021-02,2024-11,10
2021-02,2024-12,14
2021-02,2025-01,6
2021-02,2025-02,8
2021-02,2025-03,5
2021-02,2025-04,6
2021-02,2025-05,6
2021-02,2025-06,2
2021-02,2025-07,6
2021-02,2025-08,3
2021-02,2025-09,5
2021-02,2025-10,3
2021-02,2025-11,1
2021-02,2025-12,4
2021-02,2026-01,6
2021-02,2026-02,8
2021-02,2026-03,3
2021-03,2021-03,445
2021-03,2021-04,6
2021-03,2021-05,10
2021-03,2021-06,1
2021-03,2021-07,14
2021-03,2021-08,4
2021-03,2021-09,4
2021-03,2021-10,5
2021-03,2021-11,5
2021-03,2021-12,6
2021-03,2022-01,5
2021-03,2022-02,1
2021-03,2022-03,6
2021-03,2022-04,8
2021-03,2022-05,4
2021-03,2022-06,5
2021-03,2022-07,7
2021-03,2022-08,3
2021-03,2022-09,5
2021-03,2022-10,5
2021-03,2022-11,4
2021-03,2022-12,7
2021-03,2023-01,4
2021-03,2023-02,8
2021-03,2023-03,10
2021-03,2023-04,5
2021-03,2023-05,6
2021-03,2023-06,5
2021-03,2023-07,6
2021-03,2023-08,4
2021-03,2023-09,7
2021-03,2023-10,12
2021-03,2023-11,2
2021-03,2023-12,4
2021-03,2024-01,7
2021-03,2024-02,4
2021-03,2024-03,9
2021-03,2024-04,7
2021-03,2024-05,9
2021-03,2024-06,7
2021-03,2024-07,5
2021-03,2024-08,8
2021-03,2024-09,11
2021-03,2024-10,6
2021-03,2024-11,5
2021-03,2024-12,9
2021-03,2025-01,4
2021-03,2025-02,8
2021-03,2025-03,8
2021-03,2025-04,4
2021-03,2025-05,8
2021-03,2025-06,6
2021-03,2025-07,7
2021-03,2025-08,9
2021-03,2025-09,7
2021-03,2025-10,8
2021-03,2025-11,9
2021-03,2025-12,8
2021-03,2026-01,6
2021-03,2026-02,6
2021-03,2026-03,12
2021-04,2021-04,420
2021-04,2021-05,7
2021-04,2021-06,4
2021-04,2021-07,6
2021-04,2021-08,4
2021-04,2021-09,9
2021-04,2021-10,3
2021-04,2021-11,1
2021-04,2021-12,3
2021-04,2022-01,4
2021-04,2022-02,8
2021-04,2022-03,6
2021-04,2022-04,8
2021-04,2022-05,5
2021-04,2022-06,6
2021-04,2022-07,5
2021-04,2022-08,6
2021-04,2022-09,4
2021-04,2022-10,4
2021-04,2022-11,8
2021-04,2022-12,4
2021-04,2023-01,8
2021-04,2023-02,9
2021-04,2023-03,5
2021-04,2023-04,6
2021-04,2023-05,9
2021-04,2023-06,3
2021-04,2023-07,7
2021-04,2023-08,5
2021-04,2023-09,6
2021-04,2023-10,3
2021-04,2023-11,11
2021-04,2023-12,3
2021-04,2024-01,3
2021-04,2024-02,4
2021-04,2024-03,5
2021-04,2024-04,7
2021-04,2024-05,7
2021-04,2024-06,6
2021-04,2024-07,8
2021-04,2024-08,4
2021-04,2024-10,7
2021-04,2024-11,6
2021-04,2024-12,11
2021-04,2025-01,9
2021-04,2025-02,5
2021-04,2025-03,6
2021-04,2025-04,4
2021-04,2025-05,10
2021-04,2025-06,6
2021-04,2025-07,3
2021-04,2025-08,8
2021-04,2025-09,1
2021-04,2025-10,7
2021-04,2025-11,5
2021-04,2025-12,6
2021-04,2026-01,6
2021-04,2026-02,4
2021-04,2026-03,1
2021-05,2021-05,513
2021-05,2021-06,11
2021-05,2021-07,8
2021-05,2021-08,7
2021-05,2021-09,5
2021-05,2021-10,8
2021-05,2021-11,7
2021-05,2021-12,3
2021-05,2022-01,5
2021-05,2022-02,10
2021-05,2022-03,10
2021-05,2022-04,3
2021-05,2022-05,9
2021-05,2022-06,5
2021-05,2022-07,9
2021-05,2022-08,4
2021-05,2022-09,9
2021-05,2022-10,8
2021-05,2022-11,7
2021-05,2022-12,6
2021-05,2023-01,12
2021-05,2023-02,6
2021-05,2023-03,10
2021-05,2023-04,6
2021-05,2023-05,6
2021-05,2023-06,10
2021-05,2023-07,6
2021-05,2023-08,9
2021-05,2023-09,8
2021-05,2023-10,9
2021-05,2023-11,9
2021-05,2023-12,8
2021-05,2024-01,10
2021-05,2024-02,4
2021-05,2024-03,12
2021-05,2024-04,6
2021-05,2024-05,11
2021-05,2024-06,7
2021-05,2024-07,7
2021-05,2024-08,8
2021-05,2024-09,6
2021-05,2024-10,5
2021-05,2024-11,6
2021-05,2024-12,3
2021-05,2025-01,9
2021-05,2025-02,5
2021-05,2025-03,11
2021-05,2025-04,7
2021-05,2025-05,7
2021-05,2025-06,9
2021-05,2025-07,7
2021-05,2025-08,4
2021-05,2025-09,11
2021-05,2025-10,5
2021-05,2025-11,5
2021-05,2025-12,7
2021-05,2026-01,7
2021-05,2026-02,9
2021-05,2026-03,5
2021-06,2021-06,521
2021-06,2021-07,11
2021-06,2021-08,8
2021-06,2021-09,5
2021-06,2021-10,6
2021-06,2021-11,6
2021-06,2021-12,6
2021-06,2022-01,9
2021-06,2022-02,8
2021-06,2022-03,9
2021-06,2022-04,7
2021-06,2022-05,7
2021-06,2022-06,8
2021-06,2022-07,8
2021-06,2022-08,10
2021-06,2022-09,7
2021-06,2022-10,4
2021-06,2022-11,9
2021-06,2022-12,7
2021-06,2023-01,6
2021-06,2023-02,7
2021-06,2023-03,7
2021-06,2023-04,6
2021-06,2023-05,9
2021-06,2023-06,9
2021-06,2023-07,5
2021-06,2023-08,5
2021-06,2023-09,4
2021-06,2023-10,11
2021-06,2023-11,5
2021-06,2023-12,6
2021-06,2024-01,5
2021-06,2024-02,9
2021-06,2024-03,12
2021-06,2024-04,4
2021-06,2024-05,9
2021-06,2024-06,10
2021-06,2024-07,6
2021-06,2024-08,6
2021-06,2024-09,10
2021-06,2024-10,9
2021-06,2024-11,6
2021-06,2024-12,9
2021-06,2025-01,8
2021-06,2025-02,6
2021-06,2025-03,7
2021-06,2025-04,7
2021-06,2025-05,8
2021-06,2025-06,8
2021-06,2025-07,12
2021-06,2025-08,8
2021-06,2025-09,7
2021-06,2025-10,12
2021-06,2025-11,10
2021-06,2025-12,9
2021-06,2026-01,11
2021-06,2026-02,10
2021-06,2026-03,9
2021-07,2021-07,536
2021-07,2021-08,9
2021-07,2021-09,2
2021-07,2021-10,5
2021-07,2021-11,6
2021-07,2021-12,12
2021-07,2022-01,11
2021-07,2022-02,11
2021-07,2022-03,8
2021-07,2022-04,10
2021-07,2022-05,5
2021-07,2022-06,7
2021-07,2022-07,5
2021-07,2022-08,11
2021-07,2022-09,5
2021-07,2022-10,4
2021-07,2022-11,10
2021-07,2022-12,8
2021-07,2023-01,6
2021-07,2023-02,7
2021-07,2023-03,10
2021-07,2023-04,5
2021-07,2023-05,13
2021-07,2023-06,5
2021-07,2023-07,8
2021-07,2023-08,8
2021-07,2023-09,8
2021-07,2023-10,6
2021-07,2023-11,9
2021-07,2023-12,9
2021-07,2024-01,10
2021-07,2024-02,11
2021-07,2024-03,7
2021-07,2024-04,13
2021-07,2024-05,4
2021-07,2024-06,3
2021-07,2024-07,6
2021-07,2024-08,10
2021-07,2024-09,16
2021-07,2024-10,14
2021-07,2024-11,10
2021-07,2024-12,15
2021-07,2025-01,5
2021-07,2025-02,8
2021-07,2025-03,5
2021-07,2025-04,9
2021-07,2025-05,8
2021-07,2025-06,7
2021-07,2025-07,7
2021-07,2025-08,3
2021-07,2025-09,12
2021-07,2025-10,9
2021-07,2025-11,4
2021-07,2025-12,5
2021-07,2026-01,9
2021-07,2026-02,6
2021-07,2026-03,3
2021-08,2021-08,557
2021-08,2021-09,15
2021-08,2021-10,5
2021-08,2021-11,8
2021-08,2021-12,10
2021-08,2022-01,16
2021-08,2022-02,14
2021-08,2022-03,8
2021-08,2022-04,9
2021-08,2022-05,6
2021-08,2022-06,9
2021-08,2022-07,10
2021-08,2022-08,6
2021-08,2022-09,5
2021-08,2022-10,11
2021-08,2022-11,11
2021-08,2022-12,11
2021-08,2023-01,9
2021-08,2023-02,6
2021-08,2023-03,11
2021-08,2023-04,5
2021-08,2023-05,13
2021-08,2023-06,4
2021-08,2023-07,9
2021-08,2023-08,9
2021-08,2023-09,6
2021-08,2023-10,3
2021-08,2023-11,8
2021-08,2023-12,8
2021-08,2024-01,6
2021-08,2024-02,7
2021-08,2024-03,6
2021-08,2024-04,12
2021-08,2024-05,8
2021-08,2024-06,9
2021-08,2024-07,11
2021-08,2024-08,14
2021-08,2024-09,11
2021-08,2024-10,7
2021-08,2024-11,13
2021-08,2024-12,9
2021-08,2025-01,7
2021-08,2025-02,9
2021-08,2025-03,7
2021-08,2025-04,8
2021-08,2025-05,4
2021-08,2025-06,18
2021-08,2025-07,9
2021-08,2025-08,9
2021-08,2025-09,9
2021-08,2025-10,5
2021-08,2025-11,6
2021-08,2025-12,6
2021-08,2026-01,10
2021-08,2026-02,6
2021-08,2026-03,8
2021-09,2021-09,464
2021-09,2021-10,6
2021-09,2021-11,4
2021-09,2021-12,7
2021-09,2022-01,8
2021-09,2022-02,5
2021-09,2022-03,3
2021-09,2022-04,6
2021-09,2022-05,6
2021-09,2022-06,10
2021-09,2022-07,4
2021-09,2022-08,6
2021-09,2022-09,5
2021-09,2022-10,15
2021-09,2022-11,4
2021-09,2022-12,4
2021-09,2023-01,5
2021-09,2023-02,6
2021-09,2023-03,5
2021-09,2023-04,10
2021-09,2023-05,6
2021-09,2023-06,5
2021-09,2023-07,8
2021-09,2023-08,10
2021-09,2023-09,5
2021-09,2023-10,5
2021-09,2023-11,6
2021-09,2023-12,10
2021-09,2024-01,7
2021-09,2024-02,7
2021-09,2024-03,5
2021-09,2024-04,2
2021-09,2024-05,13
2021-09,2024-06,12
2021-09,2024-07,7
2021-09,2024-08,9
2021-09,2024-09,10
2021-09,2024-10,6
2021-09,2024-11,5
2021-09,2024-12,6
2021-09,2025-01,10
2021-09,2025-02,4
2021-09,2025-03,11
2021-09,2025-04,7
2021-09,2025-05,6
2021-09,2025-06,7
2021-09,2025-07,12
2021-09,2025-08,11
2021-09,2025-09,3
2021-09,2025-10,9
2021-09,2025-11,12
2021-09,2025-12,7
2021-09,2026-01,13
2021-09,2026-02,8
2021-09,2026-03,7
2021-10,2021-10,573
2021-10,2021-11,9
2021-10,2021-12,14
2021-10,2022-01,10
2021-10,2022-02,9
2021-10,2022-03,9
2021-10,2022-04,5
2021-10,2022-05,9
2021-10,2022-06,2
2021-10,2022-07,11
2021-10,2022-08,4
2021-10,2022-09,8
2021-10,2022-10,5
2021-10,2022-11,6
2021-10,2022-12,7
2021-10,2023-01,1
2021-10,2023-02,10
2021-10,2023-03,7
2021-10,2023-04,13
2021-10,2023-05,15
2021-10,2023-06,5
2021-10,2023-07,8
2021-10,2023-08,9
2021-10,2023-09,9
2021-10,2023-10,9
2021-10,2023-11,8
2021-10,2023-12,10
2021-10,2024-01,12
2021-10,2024-02,7
2021-10,2024-03,8
2021-10,2024-04,5
2021-10,2024-05,8
2021-10,2024-06,13
2021-10,2024-07,8
2021-10,2024-08,10
2021-10,2024-09,6
2021-10,2024-10,7
2021-10,2024-11,7
2021-10,2024-12,12
2021-10,2025-01,12
2021-10,2025-02,14
2021-10,2025-03,10
2021-10,2025-04,8
2021-10,2025-05,11
2021-10,2025-06,9
2021-10,2025-07,6
2021-10,2025-08,4
2021-10,2025-09,8
2021-10,2025-10,2
2021-10,2025-11,5
2021-10,2025-12,5
2021-10,2026-01,10
2021-10,2026-02,7
2021-10,2026-03,4
2021-11,2021-11,544
2021-11,2021-12,8
2021-11,2022-01,7
2021-11,2022-02,11
2021-11,2022-03,5
2021-11,2022-04,6
2021-11,2022-05,7
2021-11,2022-06,11
2021-11,2022-07,4
2021-11,2022-08,2
2021-11,2022-09,5
2021-11,2022-10,7
2021-11,2022-11,5
2021-11,2022-12,12
2021-11,2023-01,14
2021-11,2023-02,6
2021-11,2023-03,2
2021-11,2023-04,6
2021-11,2023-05,9
2021-11,2023-06,7
2021-11,2023-07,6
2021-11,2023-08,6
2021-11,2023-09,6
2021-11,2023-10,7
2021-11,2023-11,13
2021-11,2023-12,10
2021-11,2024-01,8
2021-11,2024-02,10
2021-11,2024-03,11
2021-11,2024-04,6
2021-11,2024-05,7
2021-11,2024-06,5
2021-11,2024-07,8
2021-11,2024-08,9
2021-11,2024-09,11
2021-11,2024-10,11
2021-11,2024-11,11
2021-11,2024-12,4
2021-11,2025-01,6
2021-11,2025-02,5
2021-11,2025-03,7
2021-11,2025-04,10
2021-11,2025-05,10
2021-11,2025-06,11
2021-11,2025-07,10
2021-11,2025-08,10
2021-11,2025-09,7
2021-11,2025-10,8
2021-11,2025-11,4
2021-11,2025-12,8
2021-11,2026-01,8
2021-11,2026-02,14
2021-11,2026-03,6
2021-12,2021-12,603
2021-12,2022-01,6
2021-12,2022-02,8
2021-12,2022-03,10
2021-12,2022-04,6
2021-12,2022-05,9
2021-12,2022-06,9
2021-12,2022-07,9
2021-12,2022-08,9
2021-12,2022-09,8
2021-12,2022-10,13
2021-12,2022-11,8
2021-12,2022-12,10
2021-12,2023-01,10
2021-12,2023-02,8
2021-12,2023-03,8
2021-12,2023-04,11
2021-12,2023-05,9
2021-12,2023-06,8
2021-12,2023-07,17
2021-12,2023-08,11
2021-12,2023-09,8
2021-12,2023-10,14
2021-12,2023-11,16
2021-12,2023-12,15
2021-12,2024-01,7
2021-12,2024-02,6
2021-12,2024-03,13
2021-12,2024-04,14
2021-12,2024-05,12
2021-12,2024-06,9
2021-12,2024-07,6
2021-12,2024-08,9
2021-12,2024-09,10
2021-12,2024-10,14
2021-12,2024-11,8
2021-12,2024-12,8
2021-12,2025-01,13
2021-12,2025-02,8
2021-12,2025-03,12
2021-12,2025-04,6
2021-12,2025-05,9
2021-12,2025-06,11
2021-12,2025-07,7
2021-12,2025-08,1
2021-12,2025-09,9
2021-12,2025-10,11
2021-12,2025-11,10
2021-12,2025-12,9
2021-12,2026-01,9
2021-12,2026-02,6
2021-12,2026-03,10
2022-01,2022-01,656
2022-01,2022-02,11
2022-01,2022-03,6
2022-01,2022-04,9
2022-01,2022-05,11
2022-01,2022-06,9
2022-01,2022-07,6
2022-01,2022-08,8
2022-01,2022-09,13
2022-01,2022-10,13
2022-01,2022-11,7
2022-01,2022-12,15
2022-01,2023-01,10
2022-01,2023-02,8
2022-01,2023-03,8
2022-01,2023-04,7
2022-01,2023-05,10
2022-01,2023-06,7
2022-01,2023-07,12
2022-01,2023-08,8
2022-01,2023-09,10
2022-01,2023-10,14
2022-01,2023-11,15
2022-01,2023-12,10
2022-01,2024-01,15
2022-01,2024-02,7
2022-01,2024-03,5
2022-01,2024-04,10
2022-01,2024-05,7
2022-01,2024-06,6
2022-01,2024-07,4
2022-01,2024-08,7
2022-01,2024-09,19
2022-01,2024-10,13
2022-01,2024-11,11
2022-01,2024-12,12
2022-01,2025-01,9
2022-01,2025-02,10
2022-01,2025-03,8
2022-01,2025-04,9
2022-01,2025-05,8
2022-01,2025-06,5
2022-01,2025-07,10
2022-01,2025-08,6
2022-01,2025-09,9
2022-01,2025-10,13
2022-01,2025-11,18
2022-01,2025-12,11
2022-01,2026-01,18
2022-01,2026-02,4
2022-01,2026-03,7
2022-02,2022-02,529
2022-02,2022-03,8
2022-02,2022-04,6
2022-02,2022-05,12
2022-02,2022-06,8
2022-02,2022-07,11
2022-02,2022-08,5
2022-02,2022-09,9
2022-02,2022-10,8
2022-02,2022-11,4
2022-02,2022-12,7
2022-02,2023-01,7
2022-02,2023-02,9
2022-02,2023-03,8
2022-02,2023-04,13
2022-02,2023-05,12
2022-02,2023-06,14
2022-02,2023-07,3
2022-02,2023-08,8
2022-02,2023-09,5
2022-02,2023-10,10
2022-02,2023-11,9
2022-02,2023-12,7
2022-02,2024-01,9
2022-02,2024-02,7
2022-02,2024-03,5
2022-02,2024-04,16
2022-02,2024-05,8
2022-02,2024-06,16
2022-02,2024-07,6
2022-02,2024-08,10
2022-02,2024-09,5
2022-02,2024-10,6
2022-02,2024-11,6
2022-02,2024-12,8
2022-02,2025-01,9
2022-02,2025-02,5
2022-02,2025-03,8
2022-02,2025-04,4
2022-02,2025-05,5
2022-02,2025-06,6
2022-02,2025-07,8
2022-02,2025-08,10
2022-02,2025-09,4
2022-02,2025-10,9
2022-02,2025-11,8
2022-02,2025-12,7
2022-02,2026-01,10
2022-02,2026-02,5
2022-02,2026-03,8
2022-03,2022-03,665
2022-03,2022-04,11
2022-03,2022-05,10
2022-03,2022-06,14
2022-03,2022-07,10
2022-03,2022-08,8
2022-03,2022-09,14
2022-03,2022-10,11
2022-03,2022-11,10
2022-03,2022-12,8
2022-03,2023-01,7
2022-03,2023-02,10
2022-03,2023-03,8
2022-03,2023-04,7
2022-03,2023-05,11
2022-03,2023-06,21
2022-03,2023-07,7
2022-03,2023-08,3
2022-03,2023-09,7
2022-03,2023-10,9
2022-03,2023-11,5
2022-03,2023-12,11
2022-03,2024-01,14
2022-03,2024-02,5
2022-03,2024-03,12
2022-03,2024-04,10
2022-03,2024-05,13
2022-03,2024-06,10
2022-03,2024-07,9
2022-03,2024-08,14
2022-03,2024-09,14
2022-03,2024-10,9
2022-03,2024-11,12
2022-03,2024-12,8
2022-03,2025-01,12
2022-03,2025-02,12
2022-03,2025-03,6
2022-03,2025-04,8
2022-03,2025-05,6
2022-03,2025-06,9
2022-03,2025-07,9
2022-03,2025-08,19
2022-03,2025-09,16
2022-03,2025-10,12
2022-03,2025-11,12
2022-03,2025-12,17
2022-03,2026-01,8
2022-03,2026-02,6
2022-03,2026-03,15
2022-04,2022-04,628
2022-04,2022-05,11
2022-04,2022-06,7
2022-04,2022-07,7
2022-04,2022-08,15
2022-04,2022-09,8
2022-04,2022-10,12
2022-04,2022-11,13
2022-04,2022-12,12
2022-04,2023-01,12
2022-04,2023-02,9
2022-04,2023-03,9
2022-04,2023-04,7
2022-04,2023-05,14
2022-04,2023-06,10
2022-04,2023-07,6
2022-04,2023-08,9
2022-04,2023-09,5
2022-04,2023-10,9
2022-04,2023-11,13
2022-04,2023-12,15
2022-04,2024-01,8
2022-04,2024-02,7
2022-04,2024-03,6
2022-04,2024-04,10
2022-04,2024-05,11
2022-04,2024-06,8
2022-04,2024-07,16
2022-04,2024-08,10
2022-04,2024-09,11
2022-04,2024-10,20
2022-04,2024-11,7
2022-04,2024-12,12
2022-04,2025-01,7
2022-04,2025-02,11
2022-04,2025-03,4
2022-04,2025-04,10
2022-04,2025-05,7
2022-04,2025-06,13
2022-04,2025-07,5
2022-04,2025-08,6
2022-04,2025-09,1
2022-04,2025-10,13
2022-04,2025-11,9
2022-04,2025-12,15
2022-04,2026-01,14
2022-04,2026-02,11
2022-04,2026-03,13
2022-05,2022-05,701
2022-05,2022-06,16
2022-05,2022-07,8
2022-05,2022-08,16
2022-05,2022-09,13
2022-05,2022-10,9
2022-05,2022-11,16
2022-05,2022-12,12
2022-05,2023-01,12
2022-05,2023-02,12
2022-05,2023-03,9
2022-05,2023-04,11
2022-05,2023-05,12
2022-05,2023-06,7
2022-05,2023-07,12
2022-05,2023-08,13
2022-05,2023-09,15
2022-05,2023-10,9
2022-05,2023-11,8
2022-05,2023-12,6
2022-05,2024-01,11
2022-05,2024-02,5
2022-05,2024-03,10
2022-05,2024-04,6
2022-05,2024-05,10
2022-05,2024-06,10
2022-05,2024-07,10
2022-05,2024-08,15
2022-05,2024-09,13
2022-05,2024-10,14
2022-05,2024-11,13
2022-05,2024-12,17
2022-05,2025-01,15
2022-05,2025-02,9
2022-05,2025-03,14
2022-05,2025-04,7
2022-05,2025-05,14
2022-05,2025-06,13
2022-05,2025-07,14
2022-05,2025-08,12
2022-05,2025-09,16
2022-05,2025-10,13
2022-05,2025-11,12
2022-05,2025-12,10
2022-05,2026-01,17
2022-05,2026-02,8
2022-05,2026-03,12
