user_id,recency,frequency,monetary
93814,1164,1,61.99
95897,312,1,61.95
96113,1,1,22.0
96392,41,1,61.99
96510,58,1,22.0
97429,7,1,200.0
97762,730,1,225.95
98184,814,1,925.0
98470,-3,1,231.98
98937,1518,1,117.0
98979,948,1,22.0
99857,1069,1,22.0
70530,262,1,87.01
55721,89,1,22.02
83172,20,1,22.02
90051,158,1,22.02
6053,2,1,22.03
8517,49,1,22.03
60365,1953,1,57.04
63131,233,1,52.0
19426,229,1,22.1
56066,250,1,81.1
3479,8,1,22.12
26590,1168,1,22.12
47989,102,1,22.17
26044,44,1,199.33
43722,2612,1,22.4
49126,576,1,22.4
52578,882,1,22.4
3947,513,1,22.44
42981,1777,1,22.44
4813,262,1,22.45
20564,963,1,63.9
78366,1210,1,22.45
46806,1618,1,409.64
60558,1051,1,22.47
73318,618,1,120.48
7090,56,1,22.5
7188,364,1,22.5
12943,485,1,22.5
13824,616,1,22.5
15626,769,1,58.08
17763,11,1,22.5
20387,231,1,120.5
25834,821,1,22.5
26987,672,1,22.5
31452,1699,1,22.5
47877,165,1,67.5
48845,893,1,91.95
49168,1396,1,22.5
49457,353,1,22.5
50599,554,1,22.5
54850,2017,1,22.5
55157,1,1,22.5
69212,69,1,22.5
69469,613,1,95.65
72751,498,1,22.5
74262,1662,1,22.5
76712,448,1,22.5
79889,410,1,208.44
80439,1057,1,102.49
80949,692,1,211.5
82324,1175,1,47.5
85089,220,1,69.54
86166,402,1,22.5
90280,147,1,120.38
91543,519,1,22.5
92378,495,1,154.5
92626,159,1,22.5
92760,853,1,117.5
96129,820,1,52.49
97822,1003,1,22.5
98783,336,1,22.5
70560,218,1,22.54
80244,969,1,22.54
3032,1016,1,22.58
56703,847,1,22.58
59082,1061,1,22.58
61890,1721,1,22.58
72809,343,1,153.23
3243,400,1,22.64
3302,869,1,210.64
5562,113,1,59.93
80355,100,1,50.44
83505,61,1,22.64
6776,119,1,82.75
16838,759,1,71.51
62431,21,1,22.76
72009,1206,1,22.76
26110,438,1,22.77
33631,1848,1,22.77
92181,555,1,22.78
4948,271,1,48.79
12650,558,1,22.79
1354,473,1,22.8
67076,334,1,22.8
76228,702,1,22.8
88339,480,1,73.79
96714,636,1,22.81
1608,488,1,52.82
36762,66,1,64.78
52571,162,1,285.95
58688,177,1,22.82
97866,186,1,62.81
84332,107,1,62.78
25779,485,1,22.86
19543,1986,1,22.88
25666,2133,1,22.88
41960,99,1,22.88
52494,99,1,22.88
52992,13,1,22.88
2526,1083,1,22.9
11448,677,1,22.9
15790,322,1,22.9
37564,455,1,22.9
56640,1524,1,189.85
66583,146,1,66.9
72695,544,1,82.4
78897,632,1,22.9
82342,743,1,94.84
96804,787,1,97.9
48331,1809,1,22.93
56381,297,1,52.87
77238,782,1,22.93
87192,428,1,76.93
5389,1036,1,22.95
6311,5,1,22.95
9649,1833,1,22.95
12642,2066,1,22.95
14284,331,1,57.92
16331,980,1,22.95
19130,1085,1,22.95
21158,877,1,22.95
28775,15,1,22.95
38802,1221,1,22.95
53476,2,1,137.94
56597,296,1,22.95
58323,1596,1,62.93
64278,2013,1,67.94
64557,270,1,206.94
65859,91,1,22.95
66591,1291,1,22.95
71408,843,1,195.94
73650,2198,1,72.45
75243,1061,1,22.95
80894,398,1,22.95
86607,115,1,22.95
88172,224,1,147.94
88327,1041,1,378.45
95803,242,1,22.95
11869,913,1,235.25
12137,205,1,22.97
25456,1631,1,22.97
35791,1294,1,22.97
46619,196,1,101.96
49419,414,1,240.73
62821,1,1,52.92
64185,42,1,22.97
78685,338,1,50.97
86818,493,1,171.97
88672,1207,1,22.97
89594,23,1,166.97
94510,950,1,47.97
26129,105,1,92.97
47653,125,1,22.98
94706,2162,1,22.98
107,593,1,22.99
2734,122,1,22.99
3515,393,1,22.99
3788,914,1,248.99
3924,5,1,22.99
7153,425,1,22.99
8125,1630,1,122.99
11062,69,1,22.99
11629,1356,1,61.99
12149,944,1,71.99
12556,366,1,22.99
13983,1089,1,22.99
17271,1995,1,22.99
19598,1359,1,22.99
19661,291,1,22.99
21301,2195,1,22.99
21359,592,1,22.99
21470,130,1,22.99
21502,1056,1,22.99
21611,374,1,69.98
22300,831,1,45.99
25367,505,1,101.98
25458,1490,1,22.99
25943,883,1,22.99
27035,1,1,22.99
27606,1479,1,22.99
28965,1013,1,22.99
38742,175,1,92.89
42421,596,1,22.99
47634,5,1,102.98
49281,1239,1,78.99
49658,1771,1,22.99
51125,1880,1,22.99
51619,747,1,22.99
51898,1866,1,46.38
52174,170,1,180.49
53597,667,1,22.99
54927,59,1,22.99
55057,188,1,22.99
56186,480,1,173.15
57967,2145,1,22.99
58314,60,1,22.99
59594,415,1,87.99
59712,682,1,22.99
61018,913,1,47.99
61585,25,1,22.99
62408,628,1,51.98
62958,1,1,22.99
64441,144,1,111.99
67191,149,1,22.99
68017,355,1,233.99
68459,521,1,129.99
68557,672,1,22.99
68759,1913,1,22.99
69501,1044,1,59.35
71630,2005,1,22.99
72778,998,1,22.99
76701,168,1,22.99
77969,897,1,22.99
80233,408,1,22.99
81726,1716,1,22.99
81849,243,1,121.98
85950,78,1,22.99
86255,494,1,22.99
86847,276,1,50.99
87766,2152,1,22.99
88008,279,1,22.99
88201,730,1,22.99
88561,98,1,122.64
89080,703,1,22.99
89183,1098,1,22.99
90385,1014,1,22.99
92060,226,1,83.56
92447,1069,1,150.99
95406,203,1,22.99
96336,411,1,22.99
98258,944,1,22.99
98981,1599,1,22.99
650,478,1,23.0
938,492,1,62.88
1793,724,1,23.0
1970,1840,1,23.0
6329,269,1,23.0
9629,1248,1,23.0
10947,490,1,85.0
11819,890,1,23.0
13916,137,1,23.0
15571,1539,1,81.0
15679,39,1,74.98
18276,1106,1,240.99
20470,1399,1,23.0
23232,740,1,23.0
25302,10,1,322.99
25805,1366,1,378.24
26332,1459,1,23.0
29738,445,1,23.0
30274,378,1,23.0
30554,1056,1,131.0
34002,987,1,23.0
36215,882,1,23.0
40572,1066,1,23.0
41568,1563,1,23.0
42465,2,1,56.0
42646,346,1,23.0
44186,78,1,23.0
45881,1376,1,23.0
48348,365,1,23.0
50016,850,1,23.0
51286,187,1,174.87
55959,312,1,23.0
56413,1332,1,23.0
61327,17,1,384.16
68480,1199,1,23.0
69346,56,1,23.0
74223,21,1,23.0
75159,197,1,66.95
78859,94,1,112.0
79423,1237,1,23.0
80300,1093,1,23.0
80819,196,1,23.0
89438,376,1,23.0
89597,37,1,23.0
91102,803,1,23.0
93314,1169,1,23.0
96311,5,1,23.0
96538,291,1,23.0
97592,1176,1,77.99
97617,62,1,23.0
99093,28,1,23.0
99519,400,1,23.0
42720,2175,1,93.02
4016,783,1,326.19
12834,103,1,23.05
27555,471,1,23.05
63620,409,1,53.0
49890,36,1,147.11
396,18,1,23.16
11107,369,1,23.16
16252,651,1,124.07
42906,258,1,153.15
89528,1004,1,23.16
97218,2265,1,73.14
47034,53,1,23.19
52980,247,1,23.19
85008,1846,1,233.19
92070,52,1,140.2
29265,486,1,23.22
84007,164,1,23.22
18696,496,1,23.23
22425,857,1,23.23
23440,168,1,23.23
29166,320,1,198.22
42361,121,1,23.23
52649,2101,1,132.23
79678,2081,1,23.23
93179,1318,1,23.23
50063,16,1,192.25
357,1548,1,23.38
91011,340,1,23.38
95264,649,1,202.37
34811,92,1,23.4
80050,1326,1,23.4
84492,480,1,104.4
2002,1270,1,23.43
14091,724,1,47.43
5424,9,1,137.94
30570,1,1,69.45
33845,400,1,137.44
55657,437,1,67.45
74749,111,1,23.45
76370,133,1,77.95
74674,323,1,23.48
7286,123,1,98.0
7817,1112,1,23.5
19423,212,1,23.5
27396,1079,1,82.49
27595,372,1,67.19
27735,674,1,23.5
46119,824,1,23.5
88526,763,1,214.59
92065,271,1,23.5
96179,287,1,75.78
79300,510,1,23.53
20859,1777,1,251.56
7838,354,1,65.58
50187,274,1,23.58
37210,6,1,149.53
8182,107,1,221.61
38604,1048,1,48.61
91690,1447,1,104.59
21151,1372,1,23.7
62676,927,1,23.7
64290,217,1,23.7
92654,16,1,23.7
24653,629,1,184.7
60039,256,1,23.73
19046,89,1,23.74
55646,1975,1,130.64
78402,1700,1,23.76
61565,125,1,111.8
39695,448,1,23.85
86639,284,1,23.85
3703,1264,1,23.86
18468,121,1,23.86
61540,314,1,348.86
67234,189,1,23.89
73641,63,1,23.89
15689,765,1,23.9
25260,231,1,23.9
27921,2,1,23.9
55278,667,1,271.78
58051,2099,1,23.9
76521,707,1,23.9
88769,1122,1,144.34
1345,35,1,23.92
68926,437,1,23.92
219,219,1,23.95
7476,350,1,23.95
11547,221,1,23.95
21874,1606,1,48.95
23065,1452,1,23.95
28881,183,1,159.17
31686,94,1,88.88
48159,1726,1,23.95
49013,532,1,23.95
54314,518,1,23.95
67754,64,1,83.95
73220,1716,1,23.95
74975,611,1,83.94
76098,1305,1,23.95
81751,1909,1,23.95
86644,743,1,163.87
91733,141,1,23.95
92256,433,1,23.95
96851,219,1,23.95
97506,2113,1,143.94
42247,918,1,53.96
65612,1639,1,23.97
78661,505,1,23.97
94155,2350,1,23.97
4791,695,1,125.95
8528,2076,1,72.73
26171,1157,1,58.97
26336,603,1,23.98
33300,719,1,23.98
37061,215,1,23.98
63767,94,1,23.98
64980,167,1,23.98
65425,597,1,23.98
71616,37,1,23.98
77620,200,1,52.98
83308,430,1,163.93
1744,1036,1,23.99
1985,405,1,284.97
3661,65,1,148.99
4037,287,1,103.98
5482,714,1,23.99
6730,1313,1,153.98
7130,573,1,91.49
10289,186,1,80.49
10408,1,1,23.99
11984,747,1,106.79
12101,57,1,154.46
13850,837,1,23.99
16344,1217,1,23.99
17125,204,1,152.18
18237,285,1,23.99
18580,438,1,23.99
20052,1845,1,23.99
22775,1017,1,23.99
24526,-2,1,52.87
24697,251,1,23.99
25153,86,1,78.98
26014,571,1,23.99
29565,74,1,187.98
30311,32,1,23.99
30871,140,1,23.99
31588,1519,1,23.99
32413,272,1,23.99
33672,292,1,23.99
34774,3,1,23.99
36543,86,1,103.98
38482,968,1,23.99
40819,9,1,23.99
41985,634,1,132.93
42595,242,1,23.99
44322,497,1,23.99
45703,120,1,23.99
46472,68,1,23.99
48358,246,1,23.99
48964,2,1,23.99
49160,285,1,23.99
50521,1642,1,73.99
51839,2,1,93.94
54517,512,1,23.99
55054,590,1,23.99
56509,369,1,251.59
59980,451,1,23.99
63901,564,1,23.99
64239,6,1,23.99
67437,655,1,23.99
68464,919,1,23.99
68655,497,1,85.99
70526,1446,1,23.99
70575,228,1,23.99
74778,1007,1,23.99
82267,522,1,23.99
89067,775,1,23.99
89409,361,1,718.99
91398,892,1,268.98
95691,63,1,159.98
96991,502,1,23.99
97057,178,1,23.99
97141,579,1,234.01
97201,303,1,105.98
97504,465,1,183.94
98656,1378,1,23.99
38,615,1,108.49
1209,3,1,24.0
1575,78,1,24.0
2160,698,1,78.0
2249,-2,1,61.5
3316,902,1,24.0
3334,138,1,83.99
3445,1184,1,24.0
3476,1096,1,24.0
3951,26,1,24.0
4969,2,1,24.0
5359,28,1,24.0
6700,1926,1,24.0
7316,748,1,24.0
9317,1671,1,24.0
10749,153,1,24.0
10908,58,1,24.0
12244,574,1,182.0
12308,799,1,24.0
13475,191,1,273.5
13994,333,1,79.94
14597,608,1,24.0
14689,3,1,24.0
14920,982,1,24.0
15928,418,1,323.95
16651,2,1,24.0
17767,642,1,186.0
19256,216,1,24.0
20141,273,1,24.0
20199,2,1,24.0
20588,640,1,64.99
22033,7,1,24.0
22368,2342,1,24.0
22600,22,1,50.98
22836,589,1,24.0
22849,941,1,24.0
22961,570,1,24.0
23675,636,1,229.0
24645,694,1,24.0
25110,2171,1,156.83
25570,345,1,49.0
27339,230,1,24.0
27625,171,1,230.4
28631,78,1,79.99
29179,704,1,24.0
29376,2482,1,126.18
29390,225,1,24.0
29547,805,1,24.0
29795,1003,1,24.0
29966,754,1,24.0
30791,574,1,24.0
31108,1270,1,24.0
31814,24,1,124.0
31959,54,1,56.99
32319,26,1,96.0
32903,336,1,24.0
33602,626,1,24.0
33769,259,1,24.0
34062,2001,1,24.0
34121,1118,1,78.0
34332,230,1,114.78
36380,670,1,24.0
37000,165,1,24.0
37458,158,1,24.0
37777,638,1,24.0
37792,1357,1,24.0
38782,1213,1,24.0
39580,911,1,24.0
40408,451,1,199.99
40771,1148,1,24.0
40846,13,1,56.99
40880,122,1,24.0
42249,182,1,143.99
42270,445,1,24.0
42641,1212,1,24.0
44096,20,1,50.99
44936,1228,1,24.0
45290,47,1,24.0
45520,1062,1,24.0
45598,1433,1,173.5
45684,165,1,187.0
45728,860,1,24.0
47871,439,1,142.99
48801,263,1,143.99
48956,190,1,271.89
49141,236,1,24.0
49224,508,1,24.0
49571,2216,1,99.47
51096,2552,1,53.99
51580,616,1,24.0
51956,702,1,68.99
52632,592,1,24.0
52732,120,1,24.0
53643,764,1,24.0
53702,577,1,24.0
55302,335,1,193.94
56298,259,1,180.95
57826,2353,1,108.0
57909,1171,1,24.0
57941,1210,1,24.0
58113,569,1,24.0
58351,259,1,128.46
58648,1438,1,139.15
58927,273,1,188.4
60424,1761,1,63.99
61214,2013,1,108.45
63200,7,1,188.95
63559,58,1,83.95
64175,201,1,157.5
64842,380,1,24.0
67029,56,1,24.0
68894,1290,1,24.0
68941,585,1,77.01
69224,732,1,48.99
70483,1,1,209.39
70789,4,1,269.94
70898,143,1,54.0
71157,1063,1,226.9
71470,1788,1,24.0
71634,88,1,24.0
72031,579,1,90.0
72351,710,1,49.0
72757,175,1,623.13
73000,604,1,24.0
73065,20,1,72.0
73917,834,1,74.0
74549,900,1,92.0
75344,474,1,24.0
76268,589,1,167.94
76562,384,1,24.0
76838,433,1,24.0
77074,894,1,24.0
77152,2239,1,24.0
78736,67,1,49.0
79357,976,1,988.0
80033,189,1,24.0
80472,846,1,24.0
80649,938,1,24.0
80923,303,1,24.0
81167,630,1,24.0
82005,240,1,24.0
82635,1437,1,24.0
82844,419,1,24.0
83086,441,1,24.0
83408,693,1,24.0
83961,1352,1,69.0
83987,1703,1,103.99
84089,455,1,366.99
84825,611,1,162.0
84849,1359,1,24.0
85604,769,1,231.0
86538,777,1,84.0
86769,237,1,109.0
87302,271,1,93.0
87835,119,1,153.0
87925,1380,1,24.0
89501,1399,1,173.0
89543,1227,1,24.0
89704,217,1,24.0
89852,55,1,24.0
91032,698,1,24.0
91134,505,1,24.0
91402,225,1,24.0
92894,336,1,24.0
93024,1604,1,24.0
93772,333,1,24.0
94061,356,1,24.0
94249,661,1,56.99
94364,349,1,52.95
94508,23,1,61.99
94943,383,1,24.0
95556,1189,1,24.0
95664,284,1,62.99
95957,1584,1,24.0
97368,1962,1,92.04
98466,316,1,204.9
98819,315,1,110.78
99525,201,1,24.0
99632,42,1,273.99
99863,170,1,155.9
99896,73,1,48.0
14561,1438,1,163.53
3252,1182,1,382.56
28700,1089,1,24.06
66038,1064,1,73.56
73432,833,1,24.09
89870,1282,1,79.09
28712,886,1,24.14
50498,5,1,24.14
57771,214,1,24.14
3491,1276,1,193.56
57096,522,1,24.18
34914,41,1,24.2
48378,319,1,24.2
7503,140,1,24.21
13925,316,1,82.22
14455,150,1,143.24
50865,629,1,24.25
84903,1636,1,24.25
98352,1,1,24.25
28722,2,1,24.26
89742,239,1,104.5
68413,1021,1,24.3
70659,265,1,134.24
5651,264,1,87.32
49449,1364,1,74.35
63052,1361,1,24.36
86731,182,1,24.36
5920,634,1,24.41
56320,2049,1,82.4
4951,344,1,24.44
66624,340,1,24.44
87218,336,1,24.44
96769,233,1,24.44
14156,742,1,24.45
26003,152,1,24.45
59196,73,1,236.5
81862,124,1,24.46
88552,325,1,24.46
51581,805,1,24.47
56090,1025,1,172.6
78297,1197,1,55.33
96086,66,1,24.47
329,270,1,24.5
11061,2467,1,24.5
14322,162,1,24.5
17032,793,1,24.5
18239,426,1,81.45
21380,12,1,24.5
22614,0,1,353.37
25220,360,1,24.5
30456,1263,1,76.5
31530,635,1,24.5
36659,997,1,161.45
36812,274,1,24.5
40491,503,1,242.91
42383,273,1,24.5
47503,1414,1,24.5
52012,544,1,24.5
56218,96,1,120.49
58682,253,1,24.5
62286,39,1,24.5
63545,33,1,24.5
63588,404,1,24.5
67892,604,1,54.5
70452,415,1,24.5
81025,896,1,223.5
82371,704,1,93.5
82540,225,1,164.49
83182,386,1,258.5
93468,483,1,248.78
93672,344,1,24.5
96263,15,1,24.5
97286,1842,1,24.5
99910,281,1,196.86
39685,667,1,24.53
40142,271,1,24.53
90815,30,1,24.53
7676,496,1,283.56
37094,791,1,86.56
60114,522,1,24.56
39997,26,1,96.36
58043,1,1,24.64
40287,497,1,71.64
67034,1703,1,24.65
87808,239,1,24.65
96893,1268,1,24.65
38919,713,1,206.17
9725,1788,1,24.7
33882,216,1,24.7
81780,157,1,24.72
23517,1020,1,54.69
10459,29,1,24.75
12203,340,1,24.75
32064,1199,1,24.77
10719,1,1,24.78
10576,727,1,24.85
13959,674,1,257.75
34730,533,1,24.88
43927,32,1,72.38
73952,1042,1,24.88
85364,163,1,24.88
87007,309,1,92.88
1751,1875,1,56.9
13737,1986,1,200.9
18363,991,1,76.9
32703,1576,1,50.89
36205,464,1,24.9
41817,1,1,24.9
41852,20,1,24.9
50200,435,1,24.9
69286,88,1,122.9
75355,747,1,24.9
91210,517,1,68.9
93496,296,1,24.9
10378,330,1,24.91
30238,627,1,24.93
82053,360,1,70.93
2020,317,1,24.95
4363,1477,1,123.52
6817,1010,1,24.95
10341,1328,1,24.95
10899,802,1,62.95
12765,8,1,68.95
13088,1083,1,24.95
14418,53,1,57.4
15814,1921,1,252.95
17014,252,1,24.95
17316,994,1,24.95
20388,599,1,49.94
20932,387,1,49.95
21132,1014,1,24.95
22894,2130,1,24.95
23079,329,1,24.95
23089,48,1,294.95
23265,885,1,24.95
23699,58,1,24.95
24191,726,1,24.95
24375,803,1,186.33
24459,36,1,24.95
24619,486,1,24.95
25055,301,1,24.95
30184,276,1,24.95
30906,210,1,24.95
31156,270,1,153.82
31783,348,1,67.94
32399,981,1,69.95
33155,414,1,24.95
33410,2256,1,24.95
34679,184,1,24.95
35156,1912,1,24.95
35603,877,1,24.95
35653,58,1,57.3
36240,47,1,167.94
36854,130,1,24.95
37701,356,1,24.95
39128,424,1,54.95
40417,860,1,270.81
41052,516,1,171.95
41091,404,1,24.95
43198,171,1,24.95
43618,1320,1,69.73
46213,1240,1,58.95
48752,154,1,62.94
50623,515,1,111.89
51342,311,1,24.95
51532,531,1,24.95
53714,56,1,137.41
57610,70,1,24.95
57993,1164,1,24.95
58520,1421,1,172.94
60659,1804,1,132.05
62480,2070,1,24.95
62792,13,1,122.42
63054,25,1,61.9
63855,155,1,24.95
64357,693,1,24.95
67152,1178,1,24.95
68519,1589,1,252.45
68801,1273,1,24.95
69071,131,1,24.95
70579,283,1,24.95
73651,392,1,24.95
75262,1873,1,24.95
75775,708,1,24.95
77168,30,1,24.95
78676,1605,1,24.95
79077,914,1,24.95
80973,100,1,24.95
83333,163,1,24.95
85664,1490,1,24.95
88118,504,1,218.95
88508,268,1,59.9
91525,245,1,64.95
92123,2023,1,259.93
94389,310,1,24.95
95302,798,1,89.95
95716,962,1,24.95
97652,400,1,62.4
99001,1672,1,24.95
99237,143,1,199.93
9250,139,1,74.97
13052,200,1,24.97
14434,594,1,24.97
20059,1063,1,24.97
26098,260,1,24.97
26583,315,1,24.97
50590,124,1,348.97
51169,1906,1,24.97
53101,623,1,54.38
58024,291,1,24.97
61245,2470,1,55.97
69487,664,1,24.97
74390,1286,1,24.97
78415,993,1,24.97
82205,504,1,104.96
88882,203,1,24.97
90242,1994,1,24.97
97432,296,1,24.97
5120,209,1,24.98
10442,391,1,195.92
13859,221,1,24.98
14592,1726,1,52.97
20283,752,1,24.98
22905,1351,1,76.98
26872,2021,1,24.98
28113,120,1,24.98
28279,908,1,165.35
30163,455,1,222.98
31990,2461,1,24.98
34368,1010,1,154.97
35761,758,1,24.98
41658,318,1,24.98
42355,367,1,24.98
43639,189,1,58.98
45504,74,1,64.93
49277,3,1,112.98
63507,304,1,24.98
65036,707,1,24.98
72383,1216,1,143.98
73481,987,1,62.98
74298,90,1,24.98
74548,1727,1,24.98
77842,22,1,217.48
88966,1101,1,103.98
90218,1,1,24.98
90435,204,1,75.96
98831,1194,1,24.98
1204,211,1,24.99
1862,265,1,64.98
2401,29,1,24.99
3204,200,1,202.99
3414,161,1,105.98
3473,474,1,73.96
3613,1395,1,24.99
3646,434,1,24.99
4011,97,1,24.99
4436,513,1,24.99
4529,497,1,99.99
4667,1096,1,24.99
5431,2317,1,24.99
5698,135,1,353.27
6207,960,1,66.99
6298,131,1,24.99
6984,829,1,61.97
8447,1778,1,24.99
8645,202,1,84.49
9010,1201,1,133.99
9190,8,1,116.46
10313,502,1,24.99
10484,974,1,24.99
10485,44,1,24.99
10733,1281,1,24.99
11043,56,1,54.98
11238,359,1,24.99
11349,1713,1,24.99
12719,4,1,178.31
12723,278,1,24.99
13329,165,1,89.99
14052,1338,1,24.99
14064,2084,1,24.99
14516,113,1,24.99
14635,159,1,133.94
14790,1094,1,24.99
15308,1030,1,24.99
16493,57,1,24.99
16564,942,1,24.99
16719,43,1,96.99
17294,485,1,84.97
17395,44,1,24.99
17608,575,1,62.98
18234,140,1,24.99
18308,608,1,24.99
18426,27,1,24.99
18572,911,1,24.99
18679,638,1,24.99
19277,96,1,54.98
19723,223,1,24.99
20529,5,1,24.99
20690,1864,1,24.99
20719,490,1,24.99
20833,1204,1,24.99
21059,144,1,150.43
21084,295,1,24.99
22169,480,1,24.99
23938,753,1,24.99
24457,367,1,99.97
24733,1835,1,24.99
25008,632,1,24.99
25034,30,1,93.99
26462,533,1,385.49
26568,7,1,76.99
26766,20,1,24.99
26796,586,1,24.99
26917,565,1,94.99
27011,87,1,208.98
27321,649,1,24.99
27752,2,1,165.3
27984,86,1,24.99
28077,415,1,24.99
28646,1363,1,24.99
29945,2279,1,24.99
30135,168,1,146.99
30181,573,1,24.99
30497,1175,1,24.99
30676,758,1,24.99
30788,132,1,24.99
31626,146,1,24.99
32468,386,1,24.99
32504,131,1,24.99
32616,386,1,24.99
32686,5,1,24.99
32980,904,1,24.99
33377,629,1,88.99
34490,1234,1,58.99
34739,1113,1,24.99
34935,1026,1,204.99
35612,1370,1,24.99
35779,477,1,24.99
35794,70,1,68.99
35841,1581,1,72.99
35948,3,1,24.99
35957,2059,1,223.99
36002,116,1,260.99
36135,147,1,24.99
36679,939,1,24.99
36886,1093,1,24.99
37223,705,1,24.99
37300,798,1,64.99
37852,1216,1,24.99
37925,1122,1,193.74
37927,663,1,141.16
38073,289,1,24.99
38490,252,1,24.99
38657,743,1,244.48
39234,1369,1,24.99
40830,1548,1,24.99
41779,65,1,69.99
42325,64,1,124.49
42635,898,1,64.49
42789,1300,1,24.99
42918,1875,1,24.99
43158,130,1,24.99
44106,541,1,24.99
44331,117,1,24.99
44497,158,1,24.99
44673,687,1,51.98
44695,1138,1,106.99
44991,134,1,24.99
45180,1326,1,24.99
45696,44,1,457.98
45717,164,1,24.99
45932,209,1,24.99
46411,1492,1,217.97
46550,207,1,174.98
47435,417,1,63.98
47499,2128,1,24.99
47906,166,1,24.99
48098,1548,1,24.99
48312,1509,1,130.97
48514,555,1,24.99
48606,378,1,24.99
49015,1528,1,24.99
49244,806,1,380.98
49265,2,1,24.99
49415,179,1,61.99
49711,780,1,24.99
49808,192,1,104.99
50756,1433,1,143.99
52164,307,1,24.99
52870,298,1,62.99
53146,428,1,24.99
54628,299,1,54.98
56287,24,1,24.99
56741,219,1,59.98
56802,2058,1,100.99
56890,464,1,134.99
57126,919,1,24.99
57296,500,1,24.99
57662,290,1,137.49
58586,1173,1,24.99
59117,580,1,24.99
59519,206,1,331.98
59725,1608,1,24.99
59842,3,1,24.99
60087,127,1,24.99
60420,481,1,24.99
60446,47,1,147.98
60571,281,1,94.82
61154,723,1,71.98
61377,1094,1,24.99
61703,462,1,59.98
62371,635,1,24.99
62758,2242,1,94.94
62801,646,1,24.99
62901,126,1,24.99
63248,299,1,203.99
63261,1811,1,135.04
63389,897,1,24.99
63640,10,1,24.99
63832,1203,1,24.99
64006,18,1,24.99
64168,872,1,164.98
65369,309,1,24.99
65544,705,1,104.49
65651,273,1,24.99
65965,1419,1,24.99
66076,308,1,116.97
66242,1450,1,24.99
66356,308,1,97.53
66557,1707,1,24.99
66843,700,1,24.99
66923,39,1,229.98
67596,1931,1,24.99
67608,159,1,57.99
67789,543,1,64.98
68011,633,1,24.99
68734,550,1,110.99
69054,669,1,24.99
69138,1132,1,98.99
69307,197,1,84.98
69323,1140,1,24.99
70252,23,1,24.99
70344,1094,1,168.98
70423,2343,1,457.48
70499,551,1,86.99
70683,522,1,24.99
71757,263,1,24.99
71805,-3,1,266.99
72346,733,1,24.99
72482,1095,1,24.99
73765,253,1,59.49
74562,112,1,24.99
74739,1,1,24.99
74902,19,1,59.99
75376,1302,1,245.93
75807,2475,1,149.99
76438,842,1,24.99
77537,322,1,24.99
77795,386,1,348.98
77882,228,1,57.97
78765,142,1,24.99
79263,60,1,162.99
79762,1379,1,24.99
79824,16,1,24.99
79931,218,1,24.99
80929,353,1,24.99
81252,48,1,352.0
82687,711,1,24.99
83155,427,1,335.49
84799,1056,1,24.99
85406,560,1,24.99
85782,36,1,54.98
86015,2269,1,53.99
86216,3,1,24.99
86319,456,1,24.99
86963,48,1,24.99
87220,968,1,24.99
88506,302,1,24.99
88812,600,1,24.99
88841,1489,1,24.99
88952,260,1,24.99
89562,28,1,92.99
89922,441,1,24.99
90278,659,1,24.99
91892,503,1,238.01
91990,979,1,231.98
92448,314,1,24.99
92619,457,1,24.99
93743,422,1,24.99
93890,1797,1,24.99
93986,783,1,163.99
94111,125,1,144.98
94292,2426,1,53.99
94671,1307,1,24.99
94722,430,1,24.99
94968,1091,1,182.99
95187,1877,1,24.99
95443,1215,1,24.99
95996,332,1,123.99
96453,965,1,24.99
96458,2006,1,126.98
97410,730,1,54.94
97581,134,1,24.99
98151,411,1,24.99
99022,438,1,205.98
99425,334,1,95.98
99592,1485,1,24.99
99709,784,1,24.99
15,881,1,25.0
36,610,1,179.45
224,25,1,25.0
300,27,1,192.99
467,17,1,75.0
482,351,1,25.0
484,1907,1,157.0
523,1175,1,191.95
647,1559,1,238.18
712,19,1,83.97
783,2280,1,170.95
918,4,1,25.0
1507,2462,1,25.0
1773,389,1,151.97
1789,181,1,94.99
2048,226,1,25.0
2093,1037,1,25.0
2188,1127,1,25.0
2335,717,1,225.65
2425,91,1,84.5
2573,1178,1,25.0
2603,1060,1,25.0
2624,322,1,93.0
2649,185,1,25.0
2776,109,1,25.0
2786,2012,1,25.0
2871,75,1,25.0
2928,194,1,25.0
3010,247,1,25.0
3394,1731,1,25.0
3415,141,1,25.0
3436,530,1,88.99
3452,40,1,25.0
3453,1384,1,85.99
3524,833,1,25.0
3736,1173,1,375.0
3739,166,1,25.0
3854,286,1,25.0
3877,229,1,64.99
3885,1208,1,25.0
3940,916,1,25.0
3953,7,1,53.0
3999,1171,1,25.0
4283,84,1,65.95
4381,1625,1,25.0
4527,134,1,25.0
4555,805,1,88.97
4558,774,1,25.0
4628,929,1,25.0
4992,938,1,25.0
5239,315,1,25.0
5437,53,1,25.0
5441,310,1,25.0
5859,347,1,114.95
5885,968,1,25.0
6520,861,1,126.0
6522,218,1,182.99
6548,656,1,84.5
6652,638,1,177.68
6972,304,1,25.0
6977,842,1,50.0
6980,1208,1,57.0
7687,1301,1,25.0
7721,93,1,25.0
7801,111,1,25.0
7890,-3,1,157.0
7904,410,1,25.0
8098,350,1,25.0
8161,203,1,79.0
8373,262,1,25.0
8392,1003,1,94.95
8552,22,1,25.0
